Name1	Name	Desc	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	V1	added 
W5901	W59.01	Bitten by nonvenomous lizards	Root	V00-Y99	W50-W64	W59	W59.0	W59.01			NA	0
W5901XA	W59.01XA	Bitten by nonvenomous lizards, initial encounter	Root	V00-Y99	W50-W64	W59	W59.0	W59.01	W59.01	W59.01XA	W5901XA Bitten by nonvenomous lizards, initial encounter	1
W5901XD	W59.01XD	Bitten by nonvenomous lizards, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.0	W59.01	W59.01	W59.01XD	W5901XD Bitten by nonvenomous lizards, subsequent encounter	1
W5901XS	W59.01XS	Bitten by nonvenomous lizards, sequela	Root	V00-Y99	W50-W64	W59	W59.0	W59.01	W59.01	W59.01XS	W5901XS Bitten by nonvenomous lizards, sequela	1
W5902	W59.02	Struck by nonvenomous lizards	Root	V00-Y99	W50-W64	W59	W59.0	W59.02			NA	0
W5902XA	W59.02XA	Struck by nonvenomous lizards, initial encounter	Root	V00-Y99	W50-W64	W59	W59.0	W59.02	W59.02	W59.02XA	W5902XA Struck by nonvenomous lizards, initial encounter	1
W5902XD	W59.02XD	Struck by nonvenomous lizards, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.0	W59.02	W59.02	W59.02XD	W5902XD Struck by nonvenomous lizards, subsequent encounter	1
W5902XS	W59.02XS	Struck by nonvenomous lizards, sequela	Root	V00-Y99	W50-W64	W59	W59.0	W59.02	W59.02	W59.02XS	W5902XS Struck by nonvenomous lizards, sequela	1
W5909	W59.09	Other contact with nonvenomous lizards	Root	V00-Y99	W50-W64	W59	W59.0	W59.09			NA	0
W5909XA	W59.09XA	Other contact with nonvenomous lizards, initial encounter	Root	V00-Y99	W50-W64	W59	W59.0	W59.09	W59.09	W59.09XA	W5909XA Other contact with nonvenomous lizards, initial encounter	1
W5909XD	W59.09XD	Other contact with nonvenomous lizards, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.0	W59.09	W59.09	W59.09XD	W5909XD Other contact with nonvenomous lizards, subsequent encounter	1
W5909XS	W59.09XS	Other contact with nonvenomous lizards, sequela	Root	V00-Y99	W50-W64	W59	W59.0	W59.09	W59.09	W59.09XS	W5909XS Other contact with nonvenomous lizards, sequela	1
W591	W59.1	Contact with nonvenomous snakes	Root	V00-Y99	W50-W64	W59	W59.1				NA	0
W5911	W59.11	Bitten by nonvenomous snake	Root	V00-Y99	W50-W64	W59	W59.1	W59.11			NA	0
W5911XA	W59.11XA	Bitten by nonvenomous snake, initial encounter	Root	V00-Y99	W50-W64	W59	W59.1	W59.11	W59.11	W59.11XA	W5911XA Bitten by nonvenomous snake, initial encounter	1
W5911XD	W59.11XD	Bitten by nonvenomous snake, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.1	W59.11	W59.11	W59.11XD	W5911XD Bitten by nonvenomous snake, subsequent encounter	1
W5911XS	W59.11XS	Bitten by nonvenomous snake, sequela	Root	V00-Y99	W50-W64	W59	W59.1	W59.11	W59.11	W59.11XS	W5911XS Bitten by nonvenomous snake, sequela	1
W5912	W59.12	Struck by nonvenomous snake	Root	V00-Y99	W50-W64	W59	W59.1	W59.12			NA	0
W5912XA	W59.12XA	Struck by nonvenomous snake, initial encounter	Root	V00-Y99	W50-W64	W59	W59.1	W59.12	W59.12	W59.12XA	W5912XA Struck by nonvenomous snake, initial encounter	1
W5912XD	W59.12XD	Struck by nonvenomous snake, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.1	W59.12	W59.12	W59.12XD	W5912XD Struck by nonvenomous snake, subsequent encounter	1
W5912XS	W59.12XS	Struck by nonvenomous snake, sequela	Root	V00-Y99	W50-W64	W59	W59.1	W59.12	W59.12	W59.12XS	W5912XS Struck by nonvenomous snake, sequela	1
W5913	W59.13	Crushed by nonvenomous snake	Root	V00-Y99	W50-W64	W59	W59.1	W59.13			NA	0
W5913XA	W59.13XA	Crushed by nonvenomous snake, initial encounter	Root	V00-Y99	W50-W64	W59	W59.1	W59.13	W59.13	W59.13XA	W5913XA Crushed by nonvenomous snake, initial encounter	1
W5913XD	W59.13XD	Crushed by nonvenomous snake, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.1	W59.13	W59.13	W59.13XD	W5913XD Crushed by nonvenomous snake, subsequent encounter	1
W5913XS	W59.13XS	Crushed by nonvenomous snake, sequela	Root	V00-Y99	W50-W64	W59	W59.1	W59.13	W59.13	W59.13XS	W5913XS Crushed by nonvenomous snake, sequela	1
W5919	W59.19	Other contact with nonvenomous snake	Root	V00-Y99	W50-W64	W59	W59.1	W59.19			NA	0
W5919XA	W59.19XA	Other contact with nonvenomous snake, initial encounter	Root	V00-Y99	W50-W64	W59	W59.1	W59.19	W59.19	W59.19XA	W5919XA Other contact with nonvenomous snake, initial encounter	1
W5919XD	W59.19XD	Other contact with nonvenomous snake, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.1	W59.19	W59.19	W59.19XD	W5919XD Other contact with nonvenomous snake, subsequent encounter	1
W5919XS	W59.19XS	Other contact with nonvenomous snake, sequela	Root	V00-Y99	W50-W64	W59	W59.1	W59.19	W59.19	W59.19XS	W5919XS Other contact with nonvenomous snake, sequela	1
W592	W59.2	Contact with turtles	Root	V00-Y99	W50-W64	W59	W59.2				NA	0
W5921	W59.21	Bitten by turtle	Root	V00-Y99	W50-W64	W59	W59.2	W59.21			NA	0
W5921XA	W59.21XA	Bitten by turtle, initial encounter	Root	V00-Y99	W50-W64	W59	W59.2	W59.21	W59.21	W59.21XA	W5921XA Bitten by turtle, initial encounter	1
W5921XD	W59.21XD	Bitten by turtle, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.2	W59.21	W59.21	W59.21XD	W5921XD Bitten by turtle, subsequent encounter	1
W5921XS	W59.21XS	Bitten by turtle, sequela	Root	V00-Y99	W50-W64	W59	W59.2	W59.21	W59.21	W59.21XS	W5921XS Bitten by turtle, sequela	1
W5922	W59.22	Struck by turtle	Root	V00-Y99	W50-W64	W59	W59.2	W59.22			NA	0
W5922XA	W59.22XA	Struck by turtle, initial encounter	Root	V00-Y99	W50-W64	W59	W59.2	W59.22	W59.22	W59.22XA	W5922XA Struck by turtle, initial encounter	1
W5922XD	W59.22XD	Struck by turtle, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.2	W59.22	W59.22	W59.22XD	W5922XD Struck by turtle, subsequent encounter	1
W5922XS	W59.22XS	Struck by turtle, sequela	Root	V00-Y99	W50-W64	W59	W59.2	W59.22	W59.22	W59.22XS	W5922XS Struck by turtle, sequela	1
W5929	W59.29	Other contact with turtle	Root	V00-Y99	W50-W64	W59	W59.2	W59.29			NA	0
W5929XA	W59.29XA	Other contact with turtle, initial encounter	Root	V00-Y99	W50-W64	W59	W59.2	W59.29	W59.29	W59.29XA	W5929XA Other contact with turtle, initial encounter	1
W5929XD	W59.29XD	Other contact with turtle, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.2	W59.29	W59.29	W59.29XD	W5929XD Other contact with turtle, subsequent encounter	1
W5929XS	W59.29XS	Other contact with turtle, sequela	Root	V00-Y99	W50-W64	W59	W59.2	W59.29	W59.29	W59.29XS	W5929XS Other contact with turtle, sequela	1
W598	W59.8	Contact with other nonvenomous reptiles	Root	V00-Y99	W50-W64	W59	W59.8				NA	0
W5981	W59.81	Bitten by other nonvenomous reptiles	Root	V00-Y99	W50-W64	W59	W59.8	W59.81			NA	0
W5981XA	W59.81XA	Bitten by other nonvenomous reptiles, initial encounter	Root	V00-Y99	W50-W64	W59	W59.8	W59.81	W59.81	W59.81XA	W5981XA Bitten by other nonvenomous reptiles, initial encounter	1
W5981XD	W59.81XD	Bitten by other nonvenomous reptiles, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.8	W59.81	W59.81	W59.81XD	W5981XD Bitten by other nonvenomous reptiles, subsequent encounter	1
W5981XS	W59.81XS	Bitten by other nonvenomous reptiles, sequela	Root	V00-Y99	W50-W64	W59	W59.8	W59.81	W59.81	W59.81XS	W5981XS Bitten by other nonvenomous reptiles, sequela	1
W5982	W59.82	Struck by other nonvenomous reptiles	Root	V00-Y99	W50-W64	W59	W59.8	W59.82			NA	0
W5982XA	W59.82XA	Struck by other nonvenomous reptiles, initial encounter	Root	V00-Y99	W50-W64	W59	W59.8	W59.82	W59.82	W59.82XA	W5982XA Struck by other nonvenomous reptiles, initial encounter	1
W5982XD	W59.82XD	Struck by other nonvenomous reptiles, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.8	W59.82	W59.82	W59.82XD	W5982XD Struck by other nonvenomous reptiles, subsequent encounter	1
W5982XS	W59.82XS	Struck by other nonvenomous reptiles, sequela	Root	V00-Y99	W50-W64	W59	W59.8	W59.82	W59.82	W59.82XS	W5982XS Struck by other nonvenomous reptiles, sequela	1
W5983	W59.83	Crushed by other nonvenomous reptiles	Root	V00-Y99	W50-W64	W59	W59.8	W59.83			NA	0
W5983XA	W59.83XA	Crushed by other nonvenomous reptiles, initial encounter	Root	V00-Y99	W50-W64	W59	W59.8	W59.83	W59.83	W59.83XA	W5983XA Crushed by other nonvenomous reptiles, initial encounter	1
W5983XD	W59.83XD	Crushed by other nonvenomous reptiles, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.8	W59.83	W59.83	W59.83XD	W5983XD Crushed by other nonvenomous reptiles, subsequent encounter	1
W5983XS	W59.83XS	Crushed by other nonvenomous reptiles, sequela	Root	V00-Y99	W50-W64	W59	W59.8	W59.83	W59.83	W59.83XS	W5983XS Crushed by other nonvenomous reptiles, sequela	1
W5989	W59.89	Other contact with other nonvenomous reptiles	Root	V00-Y99	W50-W64	W59	W59.8	W59.89			NA	0
W5989XA	W59.89XA	Other contact with other nonvenomous reptiles, initial encounter	Root	V00-Y99	W50-W64	W59	W59.8	W59.89	W59.89	W59.89XA	W5989XA Other contact with other nonvenomous reptiles, initial encounter	1
W5989XD	W59.89XD	Other contact with other nonvenomous reptiles, subsequent encounter	Root	V00-Y99	W50-W64	W59	W59.8	W59.89	W59.89	W59.89XD	W5989XD Other contact with other nonvenomous reptiles, subsequent encounter	1
W5989XS	W59.89XS	Other contact with other nonvenomous reptiles, sequela	Root	V00-Y99	W50-W64	W59	W59.8	W59.89	W59.89	W59.89XS	W5989XS Other contact with other nonvenomous reptiles, sequela	1
W60	W60	Contact with nonvenomous plant thorns and spines and sharp leaves	Root	V00-Y99	W50-W64	W60					NA	0
W60XXXA	W60.XXXA	Contact with nonvenomous plant thorns and spines and sharp leaves, initial encounter	Root	V00-Y99	W50-W64	W60	NA	NA	W60	W60.XXXA	W60XXXA Contact with nonvenomous plant thorns and spines and sharp leaves, initial encounter	1
W60XXXD	W60.XXXD	Contact with nonvenomous plant thorns and spines and sharp leaves, subsequent encounter	Root	V00-Y99	W50-W64	W60	NA	NA	W60	W60.XXXD	W60XXXD Contact with nonvenomous plant thorns and spines and sharp leaves, subsequent encounter	1
W60XXXS	W60.XXXS	Contact with nonvenomous plant thorns and spines and sharp leaves, sequela	Root	V00-Y99	W50-W64	W60	NA	NA	W60	W60.XXXS	W60XXXS Contact with nonvenomous plant thorns and spines and sharp leaves, sequela	1
W61	W61	Contact with birds (domestic) (wild)	Root	V00-Y99	W50-W64	W61					NA	0
W610	W61.0	Contact with parrot	Root	V00-Y99	W50-W64	W61	W61.0				NA	0
W6101	W61.01	Bitten by parrot	Root	V00-Y99	W50-W64	W61	W61.0	W61.01			NA	0
W6101XA	W61.01XA	Bitten by parrot, initial encounter	Root	V00-Y99	W50-W64	W61	W61.0	W61.01	W61.01	W61.01XA	W6101XA Bitten by parrot, initial encounter	1
W6101XD	W61.01XD	Bitten by parrot, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.0	W61.01	W61.01	W61.01XD	W6101XD Bitten by parrot, subsequent encounter	1
W6101XS	W61.01XS	Bitten by parrot, sequela	Root	V00-Y99	W50-W64	W61	W61.0	W61.01	W61.01	W61.01XS	W6101XS Bitten by parrot, sequela	1
W6102	W61.02	Struck by parrot	Root	V00-Y99	W50-W64	W61	W61.0	W61.02			NA	0
W6102XA	W61.02XA	Struck by parrot, initial encounter	Root	V00-Y99	W50-W64	W61	W61.0	W61.02	W61.02	W61.02XA	W6102XA Struck by parrot, initial encounter	1
W6102XD	W61.02XD	Struck by parrot, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.0	W61.02	W61.02	W61.02XD	W6102XD Struck by parrot, subsequent encounter	1
W6102XS	W61.02XS	Struck by parrot, sequela	Root	V00-Y99	W50-W64	W61	W61.0	W61.02	W61.02	W61.02XS	W6102XS Struck by parrot, sequela	1
W6109	W61.09	Other contact with parrot	Root	V00-Y99	W50-W64	W61	W61.0	W61.09			NA	0
W6109XA	W61.09XA	Other contact with parrot, initial encounter	Root	V00-Y99	W50-W64	W61	W61.0	W61.09	W61.09	W61.09XA	W6109XA Other contact with parrot, initial encounter	1
W6109XD	W61.09XD	Other contact with parrot, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.0	W61.09	W61.09	W61.09XD	W6109XD Other contact with parrot, subsequent encounter	1
W6109XS	W61.09XS	Other contact with parrot, sequela	Root	V00-Y99	W50-W64	W61	W61.0	W61.09	W61.09	W61.09XS	W6109XS Other contact with parrot, sequela	1
W611	W61.1	Contact with macaw	Root	V00-Y99	W50-W64	W61	W61.1				NA	0
W6111	W61.11	Bitten by macaw	Root	V00-Y99	W50-W64	W61	W61.1	W61.11			NA	0
W6111XA	W61.11XA	Bitten by macaw, initial encounter	Root	V00-Y99	W50-W64	W61	W61.1	W61.11	W61.11	W61.11XA	W6111XA Bitten by macaw, initial encounter	1
W6111XD	W61.11XD	Bitten by macaw, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.1	W61.11	W61.11	W61.11XD	W6111XD Bitten by macaw, subsequent encounter	1
W6111XS	W61.11XS	Bitten by macaw, sequela	Root	V00-Y99	W50-W64	W61	W61.1	W61.11	W61.11	W61.11XS	W6111XS Bitten by macaw, sequela	1
W6112	W61.12	Struck by macaw	Root	V00-Y99	W50-W64	W61	W61.1	W61.12			NA	0
W6112XA	W61.12XA	Struck by macaw, initial encounter	Root	V00-Y99	W50-W64	W61	W61.1	W61.12	W61.12	W61.12XA	W6112XA Struck by macaw, initial encounter	1
W6112XD	W61.12XD	Struck by macaw, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.1	W61.12	W61.12	W61.12XD	W6112XD Struck by macaw, subsequent encounter	1
W6112XS	W61.12XS	Struck by macaw, sequela	Root	V00-Y99	W50-W64	W61	W61.1	W61.12	W61.12	W61.12XS	W6112XS Struck by macaw, sequela	1
W6119	W61.19	Other contact with macaw	Root	V00-Y99	W50-W64	W61	W61.1	W61.19			NA	0
W6119XA	W61.19XA	Other contact with macaw, initial encounter	Root	V00-Y99	W50-W64	W61	W61.1	W61.19	W61.19	W61.19XA	W6119XA Other contact with macaw, initial encounter	1
W6119XD	W61.19XD	Other contact with macaw, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.1	W61.19	W61.19	W61.19XD	W6119XD Other contact with macaw, subsequent encounter	1
W6119XS	W61.19XS	Other contact with macaw, sequela	Root	V00-Y99	W50-W64	W61	W61.1	W61.19	W61.19	W61.19XS	W6119XS Other contact with macaw, sequela	1
W612	W61.2	Contact with other psittacines	Root	V00-Y99	W50-W64	W61	W61.2				NA	0
W6121	W61.21	Bitten by other psittacines	Root	V00-Y99	W50-W64	W61	W61.2	W61.21			NA	0
W6121XA	W61.21XA	Bitten by other psittacines, initial encounter	Root	V00-Y99	W50-W64	W61	W61.2	W61.21	W61.21	W61.21XA	W6121XA Bitten by other psittacines, initial encounter	1
W6121XD	W61.21XD	Bitten by other psittacines, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.2	W61.21	W61.21	W61.21XD	W6121XD Bitten by other psittacines, subsequent encounter	1
W6121XS	W61.21XS	Bitten by other psittacines, sequela	Root	V00-Y99	W50-W64	W61	W61.2	W61.21	W61.21	W61.21XS	W6121XS Bitten by other psittacines, sequela	1
W6122	W61.22	Struck by other psittacines	Root	V00-Y99	W50-W64	W61	W61.2	W61.22			NA	0
W6122XA	W61.22XA	Struck by other psittacines, initial encounter	Root	V00-Y99	W50-W64	W61	W61.2	W61.22	W61.22	W61.22XA	W6122XA Struck by other psittacines, initial encounter	1
W6122XD	W61.22XD	Struck by other psittacines, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.2	W61.22	W61.22	W61.22XD	W6122XD Struck by other psittacines, subsequent encounter	1
W6122XS	W61.22XS	Struck by other psittacines, sequela	Root	V00-Y99	W50-W64	W61	W61.2	W61.22	W61.22	W61.22XS	W6122XS Struck by other psittacines, sequela	1
W6129	W61.29	Other contact with other psittacines	Root	V00-Y99	W50-W64	W61	W61.2	W61.29			NA	0
W6129XA	W61.29XA	Other contact with other psittacines, initial encounter	Root	V00-Y99	W50-W64	W61	W61.2	W61.29	W61.29	W61.29XA	W6129XA Other contact with other psittacines, initial encounter	1
W6129XD	W61.29XD	Other contact with other psittacines, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.2	W61.29	W61.29	W61.29XD	W6129XD Other contact with other psittacines, subsequent encounter	1
W6129XS	W61.29XS	Other contact with other psittacines, sequela	Root	V00-Y99	W50-W64	W61	W61.2	W61.29	W61.29	W61.29XS	W6129XS Other contact with other psittacines, sequela	1
W613	W61.3	Contact with chicken	Root	V00-Y99	W50-W64	W61	W61.3				NA	0
W6132	W61.32	Struck by chicken	Root	V00-Y99	W50-W64	W61	W61.3	W61.32			NA	0
W6132XA	W61.32XA	Struck by chicken, initial encounter	Root	V00-Y99	W50-W64	W61	W61.3	W61.32	W61.32	W61.32XA	W6132XA Struck by chicken, initial encounter	1
W6132XD	W61.32XD	Struck by chicken, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.3	W61.32	W61.32	W61.32XD	W6132XD Struck by chicken, subsequent encounter	1
W6132XS	W61.32XS	Struck by chicken, sequela	Root	V00-Y99	W50-W64	W61	W61.3	W61.32	W61.32	W61.32XS	W6132XS Struck by chicken, sequela	1
W6133	W61.33	Pecked by chicken	Root	V00-Y99	W50-W64	W61	W61.3	W61.33			NA	0
W6133XA	W61.33XA	Pecked by chicken, initial encounter	Root	V00-Y99	W50-W64	W61	W61.3	W61.33	W61.33	W61.33XA	W6133XA Pecked by chicken, initial encounter	1
W6133XD	W61.33XD	Pecked by chicken, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.3	W61.33	W61.33	W61.33XD	W6133XD Pecked by chicken, subsequent encounter	1
W6133XS	W61.33XS	Pecked by chicken, sequela	Root	V00-Y99	W50-W64	W61	W61.3	W61.33	W61.33	W61.33XS	W6133XS Pecked by chicken, sequela	1
W6139	W61.39	Other contact with chicken	Root	V00-Y99	W50-W64	W61	W61.3	W61.39			NA	0
W6139XA	W61.39XA	Other contact with chicken, initial encounter	Root	V00-Y99	W50-W64	W61	W61.3	W61.39	W61.39	W61.39XA	W6139XA Other contact with chicken, initial encounter	1
W6139XD	W61.39XD	Other contact with chicken, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.3	W61.39	W61.39	W61.39XD	W6139XD Other contact with chicken, subsequent encounter	1
W6139XS	W61.39XS	Other contact with chicken, sequela	Root	V00-Y99	W50-W64	W61	W61.3	W61.39	W61.39	W61.39XS	W6139XS Other contact with chicken, sequela	1
W614	W61.4	Contact with turkey	Root	V00-Y99	W50-W64	W61	W61.4				NA	0
W6142	W61.42	Struck by turkey	Root	V00-Y99	W50-W64	W61	W61.4	W61.42			NA	0
W6142XA	W61.42XA	Struck by turkey, initial encounter	Root	V00-Y99	W50-W64	W61	W61.4	W61.42	W61.42	W61.42XA	W6142XA Struck by turkey, initial encounter	1
W6142XD	W61.42XD	Struck by turkey, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.4	W61.42	W61.42	W61.42XD	W6142XD Struck by turkey, subsequent encounter	1
W6142XS	W61.42XS	Struck by turkey, sequela	Root	V00-Y99	W50-W64	W61	W61.4	W61.42	W61.42	W61.42XS	W6142XS Struck by turkey, sequela	1
W6143	W61.43	Pecked by turkey	Root	V00-Y99	W50-W64	W61	W61.4	W61.43			NA	0
W6143XA	W61.43XA	Pecked by turkey, initial encounter	Root	V00-Y99	W50-W64	W61	W61.4	W61.43	W61.43	W61.43XA	W6143XA Pecked by turkey, initial encounter	1
W6143XD	W61.43XD	Pecked by turkey, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.4	W61.43	W61.43	W61.43XD	W6143XD Pecked by turkey, subsequent encounter	1
W6143XS	W61.43XS	Pecked by turkey, sequela	Root	V00-Y99	W50-W64	W61	W61.4	W61.43	W61.43	W61.43XS	W6143XS Pecked by turkey, sequela	1
W6149	W61.49	Other contact with turkey	Root	V00-Y99	W50-W64	W61	W61.4	W61.49			NA	0
W6149XA	W61.49XA	Other contact with turkey, initial encounter	Root	V00-Y99	W50-W64	W61	W61.4	W61.49	W61.49	W61.49XA	W6149XA Other contact with turkey, initial encounter	1
W6149XD	W61.49XD	Other contact with turkey, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.4	W61.49	W61.49	W61.49XD	W6149XD Other contact with turkey, subsequent encounter	1
W6149XS	W61.49XS	Other contact with turkey, sequela	Root	V00-Y99	W50-W64	W61	W61.4	W61.49	W61.49	W61.49XS	W6149XS Other contact with turkey, sequela	1
W615	W61.5	Contact with goose	Root	V00-Y99	W50-W64	W61	W61.5				NA	0
W6151	W61.51	Bitten by goose	Root	V00-Y99	W50-W64	W61	W61.5	W61.51			NA	0
W6151XA	W61.51XA	Bitten by goose, initial encounter	Root	V00-Y99	W50-W64	W61	W61.5	W61.51	W61.51	W61.51XA	W6151XA Bitten by goose, initial encounter	1
W6151XD	W61.51XD	Bitten by goose, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.5	W61.51	W61.51	W61.51XD	W6151XD Bitten by goose, subsequent encounter	1
W6151XS	W61.51XS	Bitten by goose, sequela	Root	V00-Y99	W50-W64	W61	W61.5	W61.51	W61.51	W61.51XS	W6151XS Bitten by goose, sequela	1
W6152	W61.52	Struck by goose	Root	V00-Y99	W50-W64	W61	W61.5	W61.52			NA	0
W6152XA	W61.52XA	Struck by goose, initial encounter	Root	V00-Y99	W50-W64	W61	W61.5	W61.52	W61.52	W61.52XA	W6152XA Struck by goose, initial encounter	1
W6152XD	W61.52XD	Struck by goose, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.5	W61.52	W61.52	W61.52XD	W6152XD Struck by goose, subsequent encounter	1
W6152XS	W61.52XS	Struck by goose, sequela	Root	V00-Y99	W50-W64	W61	W61.5	W61.52	W61.52	W61.52XS	W6152XS Struck by goose, sequela	1
W6159	W61.59	Other contact with goose	Root	V00-Y99	W50-W64	W61	W61.5	W61.59			NA	0
W6159XA	W61.59XA	Other contact with goose, initial encounter	Root	V00-Y99	W50-W64	W61	W61.5	W61.59	W61.59	W61.59XA	W6159XA Other contact with goose, initial encounter	1
W6159XD	W61.59XD	Other contact with goose, subsequent encounter	Root	V00-Y99	W50-W64	W61	W61.5	W61.59	W61.59	W61.59XD	W6159XD Other contact with goose, subsequent encounter	1
W6159XS	W61.59XS	Other contact with goose, sequela	Root	V00-Y99	W50-W64	W61	W61.5	W61.59	W61.59	W61.59XS	W6159XS Other contact with goose, sequela	1
