Name1	Name	Desc	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	V1	added 
W5539XD	W55.39XD	Other contact with other hoof stock, subsequent encounter	Root	V00-Y99	W50-W64	W55	W55.3	W55.39	W55.39	W55.39XD	W5539XD Other contact with other hoof stock, subsequent encounter	1
W5539XS	W55.39XS	Other contact with other hoof stock, sequela	Root	V00-Y99	W50-W64	W55	W55.3	W55.39	W55.39	W55.39XS	W5539XS Other contact with other hoof stock, sequela	1
W554	W55.4	Contact with pig	Root	V00-Y99	W50-W64	W55	W55.4				NA	0
W5541	W55.41	Bitten by pig	Root	V00-Y99	W50-W64	W55	W55.4	W55.41			NA	0
W5541XA	W55.41XA	Bitten by pig, initial encounter	Root	V00-Y99	W50-W64	W55	W55.4	W55.41	W55.41	W55.41XA	W5541XA Bitten by pig, initial encounter	1
W5541XD	W55.41XD	Bitten by pig, subsequent encounter	Root	V00-Y99	W50-W64	W55	W55.4	W55.41	W55.41	W55.41XD	W5541XD Bitten by pig, subsequent encounter	1
W5541XS	W55.41XS	Bitten by pig, sequela	Root	V00-Y99	W50-W64	W55	W55.4	W55.41	W55.41	W55.41XS	W5541XS Bitten by pig, sequela	1
W5542	W55.42	Struck by pig	Root	V00-Y99	W50-W64	W55	W55.4	W55.42			NA	0
W5542XA	W55.42XA	Struck by pig, initial encounter	Root	V00-Y99	W50-W64	W55	W55.4	W55.42	W55.42	W55.42XA	W5542XA Struck by pig, initial encounter	1
W5542XD	W55.42XD	Struck by pig, subsequent encounter	Root	V00-Y99	W50-W64	W55	W55.4	W55.42	W55.42	W55.42XD	W5542XD Struck by pig, subsequent encounter	1
W5542XS	W55.42XS	Struck by pig, sequela	Root	V00-Y99	W50-W64	W55	W55.4	W55.42	W55.42	W55.42XS	W5542XS Struck by pig, sequela	1
W5549	W55.49	Other contact with pig	Root	V00-Y99	W50-W64	W55	W55.4	W55.49			NA	0
W5549XA	W55.49XA	Other contact with pig, initial encounter	Root	V00-Y99	W50-W64	W55	W55.4	W55.49	W55.49	W55.49XA	W5549XA Other contact with pig, initial encounter	1
W5549XD	W55.49XD	Other contact with pig, subsequent encounter	Root	V00-Y99	W50-W64	W55	W55.4	W55.49	W55.49	W55.49XD	W5549XD Other contact with pig, subsequent encounter	1
W5549XS	W55.49XS	Other contact with pig, sequela	Root	V00-Y99	W50-W64	W55	W55.4	W55.49	W55.49	W55.49XS	W5549XS Other contact with pig, sequela	1
W555	W55.5	Contact with raccoon	Root	V00-Y99	W50-W64	W55	W55.5				NA	0
W5551	W55.51	Bitten by raccoon	Root	V00-Y99	W50-W64	W55	W55.5	W55.51			NA	0
W5551XA	W55.51XA	Bitten by raccoon, initial encounter	Root	V00-Y99	W50-W64	W55	W55.5	W55.51	W55.51	W55.51XA	W5551XA Bitten by raccoon, initial encounter	1
W5551XD	W55.51XD	Bitten by raccoon, subsequent encounter	Root	V00-Y99	W50-W64	W55	W55.5	W55.51	W55.51	W55.51XD	W5551XD Bitten by raccoon, subsequent encounter	1
W5551XS	W55.51XS	Bitten by raccoon, sequela	Root	V00-Y99	W50-W64	W55	W55.5	W55.51	W55.51	W55.51XS	W5551XS Bitten by raccoon, sequela	1
W5552	W55.52	Struck by raccoon	Root	V00-Y99	W50-W64	W55	W55.5	W55.52			NA	0
W5552XA	W55.52XA	Struck by raccoon, initial encounter	Root	V00-Y99	W50-W64	W55	W55.5	W55.52	W55.52	W55.52XA	W5552XA Struck by raccoon, initial encounter	1
W5552XD	W55.52XD	Struck by raccoon, subsequent encounter	Root	V00-Y99	W50-W64	W55	W55.5	W55.52	W55.52	W55.52XD	W5552XD Struck by raccoon, subsequent encounter	1
W5552XS	W55.52XS	Struck by raccoon, sequela	Root	V00-Y99	W50-W64	W55	W55.5	W55.52	W55.52	W55.52XS	W5552XS Struck by raccoon, sequela	1
W5559	W55.59	Other contact with raccoon	Root	V00-Y99	W50-W64	W55	W55.5	W55.59			NA	0
W5559XA	W55.59XA	Other contact with raccoon, initial encounter	Root	V00-Y99	W50-W64	W55	W55.5	W55.59	W55.59	W55.59XA	W5559XA Other contact with raccoon, initial encounter	1
W5559XD	W55.59XD	Other contact with raccoon, subsequent encounter	Root	V00-Y99	W50-W64	W55	W55.5	W55.59	W55.59	W55.59XD	W5559XD Other contact with raccoon, subsequent encounter	1
W5559XS	W55.59XS	Other contact with raccoon, sequela	Root	V00-Y99	W50-W64	W55	W55.5	W55.59	W55.59	W55.59XS	W5559XS Other contact with raccoon, sequela	1
W558	W55.8	Contact with other mammals	Root	V00-Y99	W50-W64	W55	W55.8				NA	0
W5581	W55.81	Bitten by other mammals	Root	V00-Y99	W50-W64	W55	W55.8	W55.81			NA	0
W5581XA	W55.81XA	Bitten by other mammals, initial encounter	Root	V00-Y99	W50-W64	W55	W55.8	W55.81	W55.81	W55.81XA	W5581XA Bitten by other mammals, initial encounter	1
W5581XD	W55.81XD	Bitten by other mammals, subsequent encounter	Root	V00-Y99	W50-W64	W55	W55.8	W55.81	W55.81	W55.81XD	W5581XD Bitten by other mammals, subsequent encounter	1
W5581XS	W55.81XS	Bitten by other mammals, sequela	Root	V00-Y99	W50-W64	W55	W55.8	W55.81	W55.81	W55.81XS	W5581XS Bitten by other mammals, sequela	1
W5582	W55.82	Struck by other mammals	Root	V00-Y99	W50-W64	W55	W55.8	W55.82			NA	0
W5582XA	W55.82XA	Struck by other mammals, initial encounter	Root	V00-Y99	W50-W64	W55	W55.8	W55.82	W55.82	W55.82XA	W5582XA Struck by other mammals, initial encounter	1
W5582XD	W55.82XD	Struck by other mammals, subsequent encounter	Root	V00-Y99	W50-W64	W55	W55.8	W55.82	W55.82	W55.82XD	W5582XD Struck by other mammals, subsequent encounter	1
W5582XS	W55.82XS	Struck by other mammals, sequela	Root	V00-Y99	W50-W64	W55	W55.8	W55.82	W55.82	W55.82XS	W5582XS Struck by other mammals, sequela	1
W5589	W55.89	Other contact with other mammals	Root	V00-Y99	W50-W64	W55	W55.8	W55.89			NA	0
W5589XA	W55.89XA	Other contact with other mammals, initial encounter	Root	V00-Y99	W50-W64	W55	W55.8	W55.89	W55.89	W55.89XA	W5589XA Other contact with other mammals, initial encounter	1
W5589XD	W55.89XD	Other contact with other mammals, subsequent encounter	Root	V00-Y99	W50-W64	W55	W55.8	W55.89	W55.89	W55.89XD	W5589XD Other contact with other mammals, subsequent encounter	1
W5589XS	W55.89XS	Other contact with other mammals, sequela	Root	V00-Y99	W50-W64	W55	W55.8	W55.89	W55.89	W55.89XS	W5589XS Other contact with other mammals, sequela	1
W56	W56	Contact with nonvenomous marine animal	Root	V00-Y99	W50-W64	W56					NA	0
W560	W56.0	Contact with dolphin	Root	V00-Y99	W50-W64	W56	W56.0				NA	0
W5601	W56.01	Bitten by dolphin	Root	V00-Y99	W50-W64	W56	W56.0	W56.01			NA	0
W5601XA	W56.01XA	Bitten by dolphin, initial encounter	Root	V00-Y99	W50-W64	W56	W56.0	W56.01	W56.01	W56.01XA	W5601XA Bitten by dolphin, initial encounter	1
W5601XD	W56.01XD	Bitten by dolphin, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.0	W56.01	W56.01	W56.01XD	W5601XD Bitten by dolphin, subsequent encounter	1
W5601XS	W56.01XS	Bitten by dolphin, sequela	Root	V00-Y99	W50-W64	W56	W56.0	W56.01	W56.01	W56.01XS	W5601XS Bitten by dolphin, sequela	1
W5602	W56.02	Struck by dolphin	Root	V00-Y99	W50-W64	W56	W56.0	W56.02			NA	0
W5602XA	W56.02XA	Struck by dolphin, initial encounter	Root	V00-Y99	W50-W64	W56	W56.0	W56.02	W56.02	W56.02XA	W5602XA Struck by dolphin, initial encounter	1
W5602XD	W56.02XD	Struck by dolphin, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.0	W56.02	W56.02	W56.02XD	W5602XD Struck by dolphin, subsequent encounter	1
W5602XS	W56.02XS	Struck by dolphin, sequela	Root	V00-Y99	W50-W64	W56	W56.0	W56.02	W56.02	W56.02XS	W5602XS Struck by dolphin, sequela	1
W5609	W56.09	Other contact with dolphin	Root	V00-Y99	W50-W64	W56	W56.0	W56.09			NA	0
W5609XA	W56.09XA	Other contact with dolphin, initial encounter	Root	V00-Y99	W50-W64	W56	W56.0	W56.09	W56.09	W56.09XA	W5609XA Other contact with dolphin, initial encounter	1
W5609XD	W56.09XD	Other contact with dolphin, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.0	W56.09	W56.09	W56.09XD	W5609XD Other contact with dolphin, subsequent encounter	1
W5609XS	W56.09XS	Other contact with dolphin, sequela	Root	V00-Y99	W50-W64	W56	W56.0	W56.09	W56.09	W56.09XS	W5609XS Other contact with dolphin, sequela	1
W561	W56.1	Contact with sea lion	Root	V00-Y99	W50-W64	W56	W56.1				NA	0
W5611	W56.11	Bitten by sea lion	Root	V00-Y99	W50-W64	W56	W56.1	W56.11			NA	0
W5611XA	W56.11XA	Bitten by sea lion, initial encounter	Root	V00-Y99	W50-W64	W56	W56.1	W56.11	W56.11	W56.11XA	W5611XA Bitten by sea lion, initial encounter	1
W5611XD	W56.11XD	Bitten by sea lion, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.1	W56.11	W56.11	W56.11XD	W5611XD Bitten by sea lion, subsequent encounter	1
W5611XS	W56.11XS	Bitten by sea lion, sequela	Root	V00-Y99	W50-W64	W56	W56.1	W56.11	W56.11	W56.11XS	W5611XS Bitten by sea lion, sequela	1
W5612	W56.12	Struck by sea lion	Root	V00-Y99	W50-W64	W56	W56.1	W56.12			NA	0
W5612XA	W56.12XA	Struck by sea lion, initial encounter	Root	V00-Y99	W50-W64	W56	W56.1	W56.12	W56.12	W56.12XA	W5612XA Struck by sea lion, initial encounter	1
W5612XD	W56.12XD	Struck by sea lion, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.1	W56.12	W56.12	W56.12XD	W5612XD Struck by sea lion, subsequent encounter	1
W5612XS	W56.12XS	Struck by sea lion, sequela	Root	V00-Y99	W50-W64	W56	W56.1	W56.12	W56.12	W56.12XS	W5612XS Struck by sea lion, sequela	1
W5619	W56.19	Other contact with sea lion	Root	V00-Y99	W50-W64	W56	W56.1	W56.19			NA	0
W5619XA	W56.19XA	Other contact with sea lion, initial encounter	Root	V00-Y99	W50-W64	W56	W56.1	W56.19	W56.19	W56.19XA	W5619XA Other contact with sea lion, initial encounter	1
W5619XD	W56.19XD	Other contact with sea lion, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.1	W56.19	W56.19	W56.19XD	W5619XD Other contact with sea lion, subsequent encounter	1
W5619XS	W56.19XS	Other contact with sea lion, sequela	Root	V00-Y99	W50-W64	W56	W56.1	W56.19	W56.19	W56.19XS	W5619XS Other contact with sea lion, sequela	1
W562	W56.2	Contact with orca	Root	V00-Y99	W50-W64	W56	W56.2				NA	0
W5621	W56.21	Bitten by orca	Root	V00-Y99	W50-W64	W56	W56.2	W56.21			NA	0
W5621XA	W56.21XA	Bitten by orca, initial encounter	Root	V00-Y99	W50-W64	W56	W56.2	W56.21	W56.21	W56.21XA	W5621XA Bitten by orca, initial encounter	1
W5621XD	W56.21XD	Bitten by orca, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.2	W56.21	W56.21	W56.21XD	W5621XD Bitten by orca, subsequent encounter	1
W5621XS	W56.21XS	Bitten by orca, sequela	Root	V00-Y99	W50-W64	W56	W56.2	W56.21	W56.21	W56.21XS	W5621XS Bitten by orca, sequela	1
W5622	W56.22	Struck by orca	Root	V00-Y99	W50-W64	W56	W56.2	W56.22			NA	0
W5622XA	W56.22XA	Struck by orca, initial encounter	Root	V00-Y99	W50-W64	W56	W56.2	W56.22	W56.22	W56.22XA	W5622XA Struck by orca, initial encounter	1
W5622XD	W56.22XD	Struck by orca, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.2	W56.22	W56.22	W56.22XD	W5622XD Struck by orca, subsequent encounter	1
W5622XS	W56.22XS	Struck by orca, sequela	Root	V00-Y99	W50-W64	W56	W56.2	W56.22	W56.22	W56.22XS	W5622XS Struck by orca, sequela	1
W5629	W56.29	Other contact with orca	Root	V00-Y99	W50-W64	W56	W56.2	W56.29			NA	0
W5629XA	W56.29XA	Other contact with orca, initial encounter	Root	V00-Y99	W50-W64	W56	W56.2	W56.29	W56.29	W56.29XA	W5629XA Other contact with orca, initial encounter	1
W5629XD	W56.29XD	Other contact with orca, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.2	W56.29	W56.29	W56.29XD	W5629XD Other contact with orca, subsequent encounter	1
W5629XS	W56.29XS	Other contact with orca, sequela	Root	V00-Y99	W50-W64	W56	W56.2	W56.29	W56.29	W56.29XS	W5629XS Other contact with orca, sequela	1
W563	W56.3	Contact with other marine mammals	Root	V00-Y99	W50-W64	W56	W56.3				NA	0
W5631	W56.31	Bitten by other marine mammals	Root	V00-Y99	W50-W64	W56	W56.3	W56.31			NA	0
W5631XA	W56.31XA	Bitten by other marine mammals, initial encounter	Root	V00-Y99	W50-W64	W56	W56.3	W56.31	W56.31	W56.31XA	W5631XA Bitten by other marine mammals, initial encounter	1
W5631XD	W56.31XD	Bitten by other marine mammals, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.3	W56.31	W56.31	W56.31XD	W5631XD Bitten by other marine mammals, subsequent encounter	1
W5631XS	W56.31XS	Bitten by other marine mammals, sequela	Root	V00-Y99	W50-W64	W56	W56.3	W56.31	W56.31	W56.31XS	W5631XS Bitten by other marine mammals, sequela	1
W5632	W56.32	Struck by other marine mammals	Root	V00-Y99	W50-W64	W56	W56.3	W56.32			NA	0
W5632XA	W56.32XA	Struck by other marine mammals, initial encounter	Root	V00-Y99	W50-W64	W56	W56.3	W56.32	W56.32	W56.32XA	W5632XA Struck by other marine mammals, initial encounter	1
W5632XD	W56.32XD	Struck by other marine mammals, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.3	W56.32	W56.32	W56.32XD	W5632XD Struck by other marine mammals, subsequent encounter	1
W5632XS	W56.32XS	Struck by other marine mammals, sequela	Root	V00-Y99	W50-W64	W56	W56.3	W56.32	W56.32	W56.32XS	W5632XS Struck by other marine mammals, sequela	1
W5639	W56.39	Other contact with other marine mammals	Root	V00-Y99	W50-W64	W56	W56.3	W56.39			NA	0
W5639XA	W56.39XA	Other contact with other marine mammals, initial encounter	Root	V00-Y99	W50-W64	W56	W56.3	W56.39	W56.39	W56.39XA	W5639XA Other contact with other marine mammals, initial encounter	1
W5639XD	W56.39XD	Other contact with other marine mammals, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.3	W56.39	W56.39	W56.39XD	W5639XD Other contact with other marine mammals, subsequent encounter	1
W5639XS	W56.39XS	Other contact with other marine mammals, sequela	Root	V00-Y99	W50-W64	W56	W56.3	W56.39	W56.39	W56.39XS	W5639XS Other contact with other marine mammals, sequela	1
W564	W56.4	Contact with shark	Root	V00-Y99	W50-W64	W56	W56.4				NA	0
W5641	W56.41	Bitten by shark	Root	V00-Y99	W50-W64	W56	W56.4	W56.41			NA	0
W5641XA	W56.41XA	Bitten by shark, initial encounter	Root	V00-Y99	W50-W64	W56	W56.4	W56.41	W56.41	W56.41XA	W5641XA Bitten by shark, initial encounter	1
W5641XD	W56.41XD	Bitten by shark, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.4	W56.41	W56.41	W56.41XD	W5641XD Bitten by shark, subsequent encounter	1
W5641XS	W56.41XS	Bitten by shark, sequela	Root	V00-Y99	W50-W64	W56	W56.4	W56.41	W56.41	W56.41XS	W5641XS Bitten by shark, sequela	1
W5642	W56.42	Struck by shark	Root	V00-Y99	W50-W64	W56	W56.4	W56.42			NA	0
W5642XA	W56.42XA	Struck by shark, initial encounter	Root	V00-Y99	W50-W64	W56	W56.4	W56.42	W56.42	W56.42XA	W5642XA Struck by shark, initial encounter	1
W5642XD	W56.42XD	Struck by shark, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.4	W56.42	W56.42	W56.42XD	W5642XD Struck by shark, subsequent encounter	1
W5642XS	W56.42XS	Struck by shark, sequela	Root	V00-Y99	W50-W64	W56	W56.4	W56.42	W56.42	W56.42XS	W5642XS Struck by shark, sequela	1
W5649	W56.49	Other contact with shark	Root	V00-Y99	W50-W64	W56	W56.4	W56.49			NA	0
W5649XA	W56.49XA	Other contact with shark, initial encounter	Root	V00-Y99	W50-W64	W56	W56.4	W56.49	W56.49	W56.49XA	W5649XA Other contact with shark, initial encounter	1
W5649XD	W56.49XD	Other contact with shark, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.4	W56.49	W56.49	W56.49XD	W5649XD Other contact with shark, subsequent encounter	1
W5649XS	W56.49XS	Other contact with shark, sequela	Root	V00-Y99	W50-W64	W56	W56.4	W56.49	W56.49	W56.49XS	W5649XS Other contact with shark, sequela	1
W565	W56.5	Contact with other fish	Root	V00-Y99	W50-W64	W56	W56.5				NA	0
W5651	W56.51	Bitten by other fish	Root	V00-Y99	W50-W64	W56	W56.5	W56.51			NA	0
W5651XA	W56.51XA	Bitten by other fish, initial encounter	Root	V00-Y99	W50-W64	W56	W56.5	W56.51	W56.51	W56.51XA	W5651XA Bitten by other fish, initial encounter	1
W5651XD	W56.51XD	Bitten by other fish, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.5	W56.51	W56.51	W56.51XD	W5651XD Bitten by other fish, subsequent encounter	1
W5651XS	W56.51XS	Bitten by other fish, sequela	Root	V00-Y99	W50-W64	W56	W56.5	W56.51	W56.51	W56.51XS	W5651XS Bitten by other fish, sequela	1
W5652	W56.52	Struck by other fish	Root	V00-Y99	W50-W64	W56	W56.5	W56.52			NA	0
W5652XA	W56.52XA	Struck by other fish, initial encounter	Root	V00-Y99	W50-W64	W56	W56.5	W56.52	W56.52	W56.52XA	W5652XA Struck by other fish, initial encounter	1
W5652XD	W56.52XD	Struck by other fish, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.5	W56.52	W56.52	W56.52XD	W5652XD Struck by other fish, subsequent encounter	1
W5652XS	W56.52XS	Struck by other fish, sequela	Root	V00-Y99	W50-W64	W56	W56.5	W56.52	W56.52	W56.52XS	W5652XS Struck by other fish, sequela	1
W5659	W56.59	Other contact with other fish	Root	V00-Y99	W50-W64	W56	W56.5	W56.59			NA	0
W5659XA	W56.59XA	Other contact with other fish, initial encounter	Root	V00-Y99	W50-W64	W56	W56.5	W56.59	W56.59	W56.59XA	W5659XA Other contact with other fish, initial encounter	1
W5659XD	W56.59XD	Other contact with other fish, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.5	W56.59	W56.59	W56.59XD	W5659XD Other contact with other fish, subsequent encounter	1
W5659XS	W56.59XS	Other contact with other fish, sequela	Root	V00-Y99	W50-W64	W56	W56.5	W56.59	W56.59	W56.59XS	W5659XS Other contact with other fish, sequela	1
W568	W56.8	Contact with other nonvenomous marine animals	Root	V00-Y99	W50-W64	W56	W56.8				NA	0
W5681	W56.81	Bitten by other nonvenomous marine animals	Root	V00-Y99	W50-W64	W56	W56.8	W56.81			NA	0
W5681XA	W56.81XA	Bitten by other nonvenomous marine animals, initial encounter	Root	V00-Y99	W50-W64	W56	W56.8	W56.81	W56.81	W56.81XA	W5681XA Bitten by other nonvenomous marine animals, initial encounter	1
W5681XD	W56.81XD	Bitten by other nonvenomous marine animals, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.8	W56.81	W56.81	W56.81XD	W5681XD Bitten by other nonvenomous marine animals, subsequent encounter	1
W5681XS	W56.81XS	Bitten by other nonvenomous marine animals, sequela	Root	V00-Y99	W50-W64	W56	W56.8	W56.81	W56.81	W56.81XS	W5681XS Bitten by other nonvenomous marine animals, sequela	1
W5682	W56.82	Struck by other nonvenomous marine animals	Root	V00-Y99	W50-W64	W56	W56.8	W56.82			NA	0
W5682XA	W56.82XA	Struck by other nonvenomous marine animals, initial encounter	Root	V00-Y99	W50-W64	W56	W56.8	W56.82	W56.82	W56.82XA	W5682XA Struck by other nonvenomous marine animals, initial encounter	1
W5682XD	W56.82XD	Struck by other nonvenomous marine animals, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.8	W56.82	W56.82	W56.82XD	W5682XD Struck by other nonvenomous marine animals, subsequent encounter	1
W5682XS	W56.82XS	Struck by other nonvenomous marine animals, sequela	Root	V00-Y99	W50-W64	W56	W56.8	W56.82	W56.82	W56.82XS	W5682XS Struck by other nonvenomous marine animals, sequela	1
W5689	W56.89	Other contact with other nonvenomous marine animals	Root	V00-Y99	W50-W64	W56	W56.8	W56.89			NA	0
W5689XA	W56.89XA	Other contact with other nonvenomous marine animals, initial encounter	Root	V00-Y99	W50-W64	W56	W56.8	W56.89	W56.89	W56.89XA	W5689XA Other contact with other nonvenomous marine animals, initial encounter	1
W5689XD	W56.89XD	Other contact with other nonvenomous marine animals, subsequent encounter	Root	V00-Y99	W50-W64	W56	W56.8	W56.89	W56.89	W56.89XD	W5689XD Other contact with other nonvenomous marine animals, subsequent encounter	1
W5689XS	W56.89XS	Other contact with other nonvenomous marine animals, sequela	Root	V00-Y99	W50-W64	W56	W56.8	W56.89	W56.89	W56.89XS	W5689XS Other contact with other nonvenomous marine animals, sequela	1
W57	W57	Bitten or stung by nonvenomous insect and other nonvenomous arthropods	Root	V00-Y99	W50-W64	W57					NA	0
W57XXXA	W57.XXXA	Bitten or stung by nonvenomous insect and other nonvenomous arthropods, initial encounter	Root	V00-Y99	W50-W64	W57	NA	NA	W57	W57.XXXA	W57XXXA Bitten or stung by nonvenomous insect and other nonvenomous arthropods, initial encounter	1
W57XXXD	W57.XXXD	Bitten or stung by nonvenomous insect and other nonvenomous arthropods, subsequent encounter	Root	V00-Y99	W50-W64	W57	NA	NA	W57	W57.XXXD	W57XXXD Bitten or stung by nonvenomous insect and other nonvenomous arthropods, subsequent encounter	1
W57XXXS	W57.XXXS	Bitten or stung by nonvenomous insect and other nonvenomous arthropods, sequela	Root	V00-Y99	W50-W64	W57	NA	NA	W57	W57.XXXS	W57XXXS Bitten or stung by nonvenomous insect and other nonvenomous arthropods, sequela	1
W58	W58	Contact with crocodile or alligator	Root	V00-Y99	W50-W64	W58					NA	0
W580	W58.0	Contact with alligator	Root	V00-Y99	W50-W64	W58	W58.0				NA	0
W5801	W58.01	Bitten by alligator	Root	V00-Y99	W50-W64	W58	W58.0	W58.01			NA	0
W5801XA	W58.01XA	Bitten by alligator, initial encounter	Root	V00-Y99	W50-W64	W58	W58.0	W58.01	W58.01	W58.01XA	W5801XA Bitten by alligator, initial encounter	1
W5801XD	W58.01XD	Bitten by alligator, subsequent encounter	Root	V00-Y99	W50-W64	W58	W58.0	W58.01	W58.01	W58.01XD	W5801XD Bitten by alligator, subsequent encounter	1
W5801XS	W58.01XS	Bitten by alligator, sequela	Root	V00-Y99	W50-W64	W58	W58.0	W58.01	W58.01	W58.01XS	W5801XS Bitten by alligator, sequela	1
W5802	W58.02	Struck by alligator	Root	V00-Y99	W50-W64	W58	W58.0	W58.02			NA	0
W5802XA	W58.02XA	Struck by alligator, initial encounter	Root	V00-Y99	W50-W64	W58	W58.0	W58.02	W58.02	W58.02XA	W5802XA Struck by alligator, initial encounter	1
W5802XD	W58.02XD	Struck by alligator, subsequent encounter	Root	V00-Y99	W50-W64	W58	W58.0	W58.02	W58.02	W58.02XD	W5802XD Struck by alligator, subsequent encounter	1
W5802XS	W58.02XS	Struck by alligator, sequela	Root	V00-Y99	W50-W64	W58	W58.0	W58.02	W58.02	W58.02XS	W5802XS Struck by alligator, sequela	1
W5803	W58.03	Crushed by alligator	Root	V00-Y99	W50-W64	W58	W58.0	W58.03			NA	0
W5803XA	W58.03XA	Crushed by alligator, initial encounter	Root	V00-Y99	W50-W64	W58	W58.0	W58.03	W58.03	W58.03XA	W5803XA Crushed by alligator, initial encounter	1
W5803XD	W58.03XD	Crushed by alligator, subsequent encounter	Root	V00-Y99	W50-W64	W58	W58.0	W58.03	W58.03	W58.03XD	W5803XD Crushed by alligator, subsequent encounter	1
W5803XS	W58.03XS	Crushed by alligator, sequela	Root	V00-Y99	W50-W64	W58	W58.0	W58.03	W58.03	W58.03XS	W5803XS Crushed by alligator, sequela	1
W5809	W58.09	Other contact with alligator	Root	V00-Y99	W50-W64	W58	W58.0	W58.09			NA	0
W5809XA	W58.09XA	Other contact with alligator, initial encounter	Root	V00-Y99	W50-W64	W58	W58.0	W58.09	W58.09	W58.09XA	W5809XA Other contact with alligator, initial encounter	1
W5809XD	W58.09XD	Other contact with alligator, subsequent encounter	Root	V00-Y99	W50-W64	W58	W58.0	W58.09	W58.09	W58.09XD	W5809XD Other contact with alligator, subsequent encounter	1
W5809XS	W58.09XS	Other contact with alligator, sequela	Root	V00-Y99	W50-W64	W58	W58.0	W58.09	W58.09	W58.09XS	W5809XS Other contact with alligator, sequela	1
W581	W58.1	Contact with crocodile	Root	V00-Y99	W50-W64	W58	W58.1				NA	0
W5811	W58.11	Bitten by crocodile	Root	V00-Y99	W50-W64	W58	W58.1	W58.11			NA	0
W5811XA	W58.11XA	Bitten by crocodile, initial encounter	Root	V00-Y99	W50-W64	W58	W58.1	W58.11	W58.11	W58.11XA	W5811XA Bitten by crocodile, initial encounter	1
W5811XD	W58.11XD	Bitten by crocodile, subsequent encounter	Root	V00-Y99	W50-W64	W58	W58.1	W58.11	W58.11	W58.11XD	W5811XD Bitten by crocodile, subsequent encounter	1
W5811XS	W58.11XS	Bitten by crocodile, sequela	Root	V00-Y99	W50-W64	W58	W58.1	W58.11	W58.11	W58.11XS	W5811XS Bitten by crocodile, sequela	1
W5812	W58.12	Struck by crocodile	Root	V00-Y99	W50-W64	W58	W58.1	W58.12			NA	0
W5812XA	W58.12XA	Struck by crocodile, initial encounter	Root	V00-Y99	W50-W64	W58	W58.1	W58.12	W58.12	W58.12XA	W5812XA Struck by crocodile, initial encounter	1
W5812XD	W58.12XD	Struck by crocodile, subsequent encounter	Root	V00-Y99	W50-W64	W58	W58.1	W58.12	W58.12	W58.12XD	W5812XD Struck by crocodile, subsequent encounter	1
W5812XS	W58.12XS	Struck by crocodile, sequela	Root	V00-Y99	W50-W64	W58	W58.1	W58.12	W58.12	W58.12XS	W5812XS Struck by crocodile, sequela	1
W5813	W58.13	Crushed by crocodile	Root	V00-Y99	W50-W64	W58	W58.1	W58.13			NA	0
W5813XA	W58.13XA	Crushed by crocodile, initial encounter	Root	V00-Y99	W50-W64	W58	W58.1	W58.13	W58.13	W58.13XA	W5813XA Crushed by crocodile, initial encounter	1
W5813XD	W58.13XD	Crushed by crocodile, subsequent encounter	Root	V00-Y99	W50-W64	W58	W58.1	W58.13	W58.13	W58.13XD	W5813XD Crushed by crocodile, subsequent encounter	1
W5813XS	W58.13XS	Crushed by crocodile, sequela	Root	V00-Y99	W50-W64	W58	W58.1	W58.13	W58.13	W58.13XS	W5813XS Crushed by crocodile, sequela	1
W5819	W58.19	Other contact with crocodile	Root	V00-Y99	W50-W64	W58	W58.1	W58.19			NA	0
W5819XA	W58.19XA	Other contact with crocodile, initial encounter	Root	V00-Y99	W50-W64	W58	W58.1	W58.19	W58.19	W58.19XA	W5819XA Other contact with crocodile, initial encounter	1
W5819XD	W58.19XD	Other contact with crocodile, subsequent encounter	Root	V00-Y99	W50-W64	W58	W58.1	W58.19	W58.19	W58.19XD	W5819XD Other contact with crocodile, subsequent encounter	1
W5819XS	W58.19XS	Other contact with crocodile, sequela	Root	V00-Y99	W50-W64	W58	W58.1	W58.19	W58.19	W58.19XS	W5819XS Other contact with crocodile, sequela	1
W59	W59	Contact with other nonvenomous reptiles	Root	V00-Y99	W50-W64	W59					NA	0
W590	W59.0	Contact with nonvenomous lizards	Root	V00-Y99	W50-W64	W59	W59.0				NA	0
